snapshot_date,product_id,warehouse,quantity_on_hand
2023-03-10,15,WH_NORTH,272
2023-03-10,16,WH_WEST,192
2023-03-10,17,WH_NORTH,157
2023-03-10,18,WH_WEST,157
2023-03-10,19,WH_WEST,444
2023-03-10,20,WH_SOUTH,109
2023-03-10,21,WH_NORTH,129
2023-03-10,22,WH_WEST,375
2023-03-10,23,WH_EAST,85
2023-03-10,24,WH_EAST,233
2023-03-10,25,WH_EAST,442
2023-03-10,26,WH_EAST,423
2023-03-10,27,WH_SOUTH,1
2023-03-10,28,WH_SOUTH,167
2023-03-10,29,WH_EAST,144
2023-03-10,30,WH_NORTH,8
2023-03-10,31,WH_SOUTH,469
2023-03-10,32,WH_SOUTH,400
2023-03-10,33,WH_WEST,330
2023-03-10,34,WH_SOUTH,429
2023-03-10,35,WH_EAST,42
2023-03-10,36,WH_WEST,211
2023-03-10,37,WH_EAST,473
2023-03-10,38,WH_WEST,245
2023-03-10,39,WH_EAST,48
2023-03-10,40,WH_SOUTH,46
2023-03-10,41,WH_SOUTH,470
2023-03-10,42,WH_EAST,39
2023-03-10,43,WH_SOUTH,4
2023-03-10,44,WH_SOUTH,181
2023-03-10,45,WH_EAST,100
2023-03-10,46,WH_EAST,461
2023-03-10,47,WH_WEST,395
2023-03-10,48,WH_EAST,273
2023-03-10,49,WH_NORTH,178
2023-03-10,50,WH_SOUTH,486
2023-03-13,1,WH_EAST,326
2023-03-13,2,WH_SOUTH,355
2023-03-13,3,WH_NORTH,250
2023-03-13,4,WH_EAST,175
2023-03-13,5,WH_NORTH,414
2023-03-13,6,WH_EAST,361
2023-03-13,7,WH_NORTH,469
2023-03-13,8,WH_SOUTH,497
2023-03-13,9,WH_WEST,169
2023-03-13,10,WH_EAST,413
2023-03-13,11,WH_NORTH,192
2023-03-13,12,WH_WEST,176
2023-03-13,13,WH_SOUTH,110
2023-03-13,14,WH_SOUTH,482
2023-03-13,15,WH_NORTH,300
2023-03-13,16,WH_SOUTH,159
2023-03-13,17,WH_NORTH,280
2023-03-13,18,WH_NORTH,374
2023-03-13,19,WH_NORTH,100
2023-03-13,20,WH_NORTH,419
2023-03-13,21,WH_EAST,443
2023-03-13,22,WH_WEST,96
2023-03-13,23,WH_EAST,65
2023-03-13,24,WH_SOUTH,159
2023-03-13,25,WH_SOUTH,52
2023-03-13,26,WH_EAST,294
2023-03-13,27,WH_WEST,381
2023-03-13,28,WH_SOUTH,500
2023-03-13,29,WH_NORTH,430
2023-03-13,30,WH_NORTH,88
2023-03-13,31,WH_NORTH,263
2023-03-13,32,WH_EAST,79
2023-03-13,33,WH_WEST,463
2023-03-13,34,WH_SOUTH,151
2023-03-13,35,WH_NORTH,44
2023-03-13,36,WH_EAST,370
2023-03-13,37,WH_WEST,45
2023-03-13,38,WH_SOUTH,127
2023-03-13,39,WH_NORTH,170
2023-03-13,40,WH_EAST,185
2023-03-13,41,WH_SOUTH,434
2023-03-13,42,WH_NORTH,487
2023-03-13,43,WH_NORTH,164
2023-03-13,44,WH_SOUTH,19
2023-03-13,45,WH_SOUTH,30
2023-03-13,46,WH_EAST,151
2023-03-13,47,WH_NORTH,230
2023-03-13,48,WH_WEST,272
2023-03-13,49,WH_NORTH,343
2023-03-13,50,WH_NORTH,457
2023-03-16,1,WH_NORTH,315
2023-03-16,2,WH_WEST,184
2023-03-16,3,WH_EAST,339
2023-03-16,4,WH_EAST,163
2023-03-16,5,WH_WEST,208
2023-03-16,6,WH_WEST,121
2023-03-16,7,WH_EAST,166
2023-03-16,8,WH_EAST,61
2023-03-16,9,WH_SOUTH,305
2023-03-16,10,WH_NORTH,72
2023-03-16,11,WH_WEST,480
2023-03-16,12,WH_EAST,174
2023-03-16,13,WH_SOUTH,28
2023-03-16,14,WH_WEST,157
2023-03-16,15,WH_NORTH,478
2023-03-16,16,WH_NORTH,11
2023-03-16,17,WH_WEST,497
2023-03-16,18,WH_NORTH,469
2023-03-16,19,WH_WEST,328
2023-03-16,20,WH_WEST,353
2023-03-16,21,WH_NORTH,8
2023-03-16,22,WH_NORTH,458
2023-03-16,23,WH_SOUTH,81
2023-03-16,24,WH_EAST,68
2023-03-16,25,WH_NORTH,207
2023-03-16,26,WH_SOUTH,213
2023-03-16,27,WH_SOUTH,77
2023-03-16,28,WH_NORTH,324
2023-03-16,29,WH_WEST,182
2023-03-16,30,WH_WEST,87
2023-03-16,31,WH_WEST,427
2023-03-16,32,WH_WEST,488
2023-03-16,33,WH_SOUTH,15
2023-03-16,34,WH_SOUTH,323
2023-03-16,35,WH_EAST,254
2023-03-16,36,WH_NORTH,381
2023-03-16,37,WH_NORTH,5
2023-03-16,38,WH_EAST,291
2023-03-16,39,WH_SOUTH,71
2023-03-16,40,WH_EAST,252
2023-03-16,41,WH_SOUTH,389
2023-03-16,42,WH_SOUTH,282
2023-03-16,43,WH_WEST,25
2023-03-16,44,WH_SOUTH,80
2023-03-16,45,WH_SOUTH,15
2023-03-16,46,WH_NORTH,491
2023-03-16,47,WH_WEST,467
2023-03-16,48,WH_EAST,286
2023-03-16,49,WH_EAST,315
2023-03-16,50,WH_WEST,376
2023-03-19,1,WH_SOUTH,130
2023-03-19,2,WH_SOUTH,284
2023-03-19,3,WH_WEST,480
2023-03-19,4,WH_NORTH,74
2023-03-19,5,WH_EAST,45
2023-03-19,6,WH_EAST,171
2023-03-19,7,WH_SOUTH,461
2023-03-19,8,WH_NORTH,169
2023-03-19,9,WH_NORTH,361
2023-03-19,10,WH_SOUTH,467
2023-03-19,11,WH_WEST,8
2023-03-19,12,WH_WEST,22
2023-03-19,13,WH_EAST,282
2023-03-19,14,WH_NORTH,88
2023-03-19,15,WH_SOUTH,134
2023-03-19,16,WH_NORTH,214
2023-03-19,17,WH_EAST,433
2023-03-19,18,WH_EAST,453
2023-03-19,19,WH_WEST,134
2023-03-19,20,WH_WEST,488
2023-03-19,21,WH_WEST,354
2023-03-19,22,WH_EAST,21
2023-03-19,23,WH_NORTH,131
2023-03-19,24,WH_NORTH,324
2023-03-19,25,WH_EAST,223
2023-03-19,26,WH_WEST,493
2023-03-19,27,WH_EAST,104
2023-03-19,28,WH_NORTH,48
2023-03-19,29,WH_WEST,168
2023-03-19,30,WH_EAST,220
2023-03-19,31,WH_SOUTH,112
2023-03-19,32,WH_WEST,271
2023-03-19,33,WH_WEST,372
2023-03-19,34,WH_WEST,177
2023-03-19,35,WH_WEST,356
2023-03-19,36,WH_SOUTH,37
2023-03-19,37,WH_SOUTH,199
2023-03-19,38,WH_NORTH,213
2023-03-19,39,WH_SOUTH,453
2023-03-19,40,WH_SOUTH,431
2023-03-19,41,WH_NORTH,452
2023-03-19,42,WH_NORTH,50
2023-03-19,43,WH_SOUTH,284
2023-03-19,44,WH_WEST,4
2023-03-19,45,WH_EAST,246
2023-03-19,46,WH_EAST,340
2023-03-19,47,WH_WEST,462
2023-03-19,48,WH_NORTH,385
2023-03-19,49,WH_NORTH,109
2023-03-19,50,WH_NORTH,106
2023-03-22,1,WH_EAST,62
2023-03-22,2,WH_EAST,438
2023-03-22,3,WH_EAST,373
2023-03-22,4,WH_SOUTH,286
2023-03-22,5,WH_SOUTH,486
2023-03-22,6,WH_EAST,157
2023-03-22,7,WH_NORTH,301
2023-03-22,8,WH_NORTH,132
2023-03-22,9,WH_WEST,414
2023-03-22,10,WH_NORTH,490
2023-03-22,11,WH_EAST,119
2023-03-22,12,WH_EAST,225
2023-03-22,13,WH_SOUTH,287
2023-03-22,14,WH_SOUTH,301
2023-03-22,15,WH_EAST,451
2023-03-22,16,WH_NORTH,490
2023-03-22,17,WH_WEST,242
2023-03-22,18,WH_SOUTH,327
2023-03-22,19,WH_NORTH,419
2023-03-22,20,WH_EAST,373
2023-03-22,21,WH_SOUTH,64
2023-03-22,22,WH_WEST,252
2023-03-22,23,WH_NORTH,413
2023-03-22,24,WH_EAST,442
2023-03-22,25,WH_WEST,417
2023-03-22,26,WH_WEST,427
2023-03-22,27,WH_EAST,194
2023-03-22,28,WH_SOUTH,303
2023-03-22,29,WH_SOUTH,188
2023-03-22,30,WH_SOUTH,446
2023-03-22,31,WH_SOUTH,269
2023-03-22,32,WH_SOUTH,367
2023-03-22,33,WH_NORTH,389
2023-03-22,34,WH_NORTH,269
2023-03-22,35,WH_SOUTH,78
2023-03-22,36,WH_SOUTH,191
2023-03-22,37,WH_SOUTH,21
2023-03-22,38,WH_WEST,459
2023-03-22,39,WH_EAST,218
2023-03-22,40,WH_EAST,348
2023-03-22,41,WH_WEST,248
2023-03-22,42,WH_WEST,327
2023-03-22,43,WH_WEST,257
2023-03-22,44,WH_NORTH,312
2023-03-22,45,WH_WEST,142
2023-03-22,46,WH_EAST,410
2023-03-22,47,WH_SOUTH,245
2023-03-22,48,WH_EAST,375
2023-03-22,49,WH_EAST,294
2023-03-22,50,WH_EAST,425
2023-03-25,1,WH_WEST,171
2023-03-25,2,WH_SOUTH,40
2023-03-25,3,WH_SOUTH,182
2023-03-25,4,WH_SOUTH,41
2023-03-25,5,WH_WEST,165
2023-03-25,6,WH_EAST,350
2023-03-25,7,WH_EAST,307
2023-03-25,8,WH_SOUTH,472
2023-03-25,9,WH_WEST,140
2023-03-25,10,WH_WEST,494
2023-03-25,11,WH_EAST,44
2023-03-25,12,WH_NORTH,361
2023-03-25,13,WH_EAST,497
2023-03-25,14,WH_WEST,350
2023-03-25,15,WH_SOUTH,219
2023-03-25,16,WH_WEST,165
2023-03-25,17,WH_NORTH,429
2023-03-25,18,WH_NORTH,404
2023-03-25,19,WH_WEST,217
2023-03-25,20,WH_EAST,171
2023-03-25,21,WH_SOUTH,137
2023-03-25,22,WH_WEST,182
2023-03-25,23,WH_EAST,36
2023-03-25,24,WH_EAST,398
2023-03-25,25,WH_WEST,159
2023-03-25,26,WH_NORTH,313
2023-03-25,27,WH_WEST,225
2023-03-25,28,WH_WEST,121
2023-03-25,29,WH_NORTH,467
2023-03-25,30,WH_NORTH,289
2023-03-25,31,WH_SOUTH,179
2023-03-25,32,WH_SOUTH,31
2023-03-25,33,WH_NORTH,202
2023-03-25,34,WH_SOUTH,428
2023-03-25,35,WH_NORTH,43
2023-03-25,36,WH_EAST,294
2023-03-25,37,WH_WEST,333
2023-03-25,38,WH_SOUTH,88
2023-03-25,39,WH_EAST,74
2023-03-25,40,WH_SOUTH,268
2023-03-25,41,WH_EAST,388
2023-03-25,42,WH_SOUTH,156
2023-03-25,43,WH_SOUTH,245
2023-03-25,44,WH_WEST,210
2023-03-25,45,WH_NORTH,290
2023-03-25,46,WH_EAST,223
2023-03-25,47,WH_NORTH,488
2023-03-25,48,WH_NORTH,411
2023-03-25,49,WH_NORTH,140
2023-03-25,50,WH_NORTH,406
2023-03-28,1,WH_SOUTH,100
2023-03-28,2,WH_EAST,283
2023-03-28,3,WH_NORTH,36
2023-03-28,4,WH_EAST,445
2023-03-28,5,WH_SOUTH,224
2023-03-28,6,WH_SOUTH,191
2023-03-28,7,WH_WEST,204
2023-03-28,8,WH_WEST,53
2023-03-28,9,WH_EAST,167
2023-03-28,10,WH_EAST,139
2023-03-28,11,WH_WEST,450
2023-03-28,12,WH_NORTH,176
2023-03-28,13,WH_SOUTH,299
2023-03-28,14,WH_SOUTH,456
2023-03-28,15,WH_WEST,20
2023-03-28,16,WH_WEST,248
2023-03-28,17,WH_EAST,476
2023-03-28,18,WH_WEST,324
2023-03-28,19,WH_SOUTH,253
2023-03-28,20,WH_SOUTH,24
2023-03-28,21,WH_EAST,383
2023-03-28,22,WH_SOUTH,202
2023-03-28,23,WH_EAST,319
2023-03-28,24,WH_NORTH,54
2023-03-28,25,WH_SOUTH,363
2023-03-28,26,WH_EAST,209
2023-03-28,27,WH_WEST,378
2023-03-28,28,WH_SOUTH,411
2023-03-28,29,WH_EAST,377
2023-03-28,30,WH_NORTH,87
2023-03-28,31,WH_NORTH,450
2023-03-28,32,WH_EAST,496
2023-03-28,33,WH_EAST,369
2023-03-28,34,WH_SOUTH,285
2023-03-28,35,WH_SOUTH,440
2023-03-28,36,WH_NORTH,344
2023-03-28,37,WH_WEST,232
2023-03-28,38,WH_EAST,447
2023-03-28,39,WH_EAST,281
2023-03-28,40,WH_SOUTH,45
2023-03-28,41,WH_SOUTH,197
2023-03-28,42,WH_SOUTH,213
2023-03-28,43,WH_EAST,111
2023-03-28,44,WH_EAST,203
2023-03-28,45,WH_WEST,328
2023-03-28,46,WH_EAST,147
2023-03-28,47,WH_WEST,1
2023-03-28,48,WH_WEST,287
2023-03-28,49,WH_NORTH,425
2023-03-28,50,WH_WEST,425
2023-03-31,1,WH_EAST,42
2023-03-31,2,WH_NORTH,310
2023-03-31,3,WH_NORTH,233
2023-03-31,4,WH_WEST,191
2023-03-31,5,WH_EAST,35
2023-03-31,6,WH_SOUTH,293
2023-03-31,7,WH_EAST,153
2023-03-31,8,WH_NORTH,406
2023-03-31,9,WH_EAST,309
2023-03-31,10,WH_SOUTH,173
2023-03-31,11,WH_SOUTH,344
2023-03-31,12,WH_NORTH,219
2023-03-31,13,WH_EAST,317
2023-03-31,14,WH_SOUTH,266
2023-03-31,15,WH_SOUTH,264
2023-03-31,16,WH_EAST,339
2023-03-31,17,WH_WEST,139
2023-03-31,18,WH_WEST,227
2023-03-31,19,WH_WEST,179
2023-03-31,20,WH_WEST,399
2023-03-31,21,WH_EAST,298
2023-03-31,22,WH_NORTH,246
2023-03-31,23,WH_NORTH,185
2023-03-31,24,WH_EAST,155
2023-03-31,25,WH_EAST,332
2023-03-31,26,WH_SOUTH,326
2023-03-31,27,WH_EAST,113
2023-03-31,28,WH_WEST,274
2023-03-31,29,WH_WEST,336
2023-03-31,30,WH_WEST,52
2023-03-31,31,WH_EAST,440
2023-03-31,32,WH_WEST,409
2023-03-31,33,WH_SOUTH,486
2023-03-31,34,WH_SOUTH,371
2023-03-31,35,WH_NORTH,424
2023-03-31,36,WH_EAST,393
2023-03-31,37,WH_NORTH,249
2023-03-31,38,WH_WEST,484
2023-03-31,39,WH_SOUTH,152
2023-03-31,40,WH_NORTH,177
2023-03-31,41,WH_SOUTH,184
2023-03-31,42,WH_WEST,238
2023-03-31,43,WH_NORTH,26
2023-03-31,44,WH_NORTH,56
2023-03-31,45,WH_NORTH,486
2023-03-31,46,WH_EAST,329
2023-03-31,47,WH_EAST,236
2023-03-31,48,WH_WEST,439
2023-03-31,49,WH_SOUTH,392
2023-03-31,50,WH_EAST,314
2023-04-03,1,WH_EAST,123
2023-04-03,2,WH_NORTH,419
2023-04-03,3,WH_EAST,355
2023-04-03,4,WH_WEST,68
2023-04-03,5,WH_SOUTH,180
2023-04-03,6,WH_EAST,239
2023-04-03,7,WH_EAST,205
2023-04-03,8,WH_EAST,53
2023-04-03,9,WH_SOUTH,175
2023-04-03,10,WH_EAST,331
2023-04-03,11,WH_WEST,158
2023-04-03,12,WH_NORTH,201
2023-04-03,13,WH_EAST,448
2023-04-03,14,WH_EAST,239
2023-04-03,15,WH_SOUTH,317
2023-04-03,16,WH_EAST,77
2023-04-03,17,WH_SOUTH,440
2023-04-03,18,WH_SOUTH,274
2023-04-03,19,WH_EAST,494
2023-04-03,20,WH_EAST,178
2023-04-03,21,WH_NORTH,427
2023-04-03,22,WH_EAST,248
2023-04-03,23,WH_EAST,426
2023-04-03,24,WH_WEST,185
2023-04-03,25,WH_NORTH,334
2023-04-03,26,WH_WEST,206
2023-04-03,27,WH_NORTH,79
2023-04-03,28,WH_EAST,321
2023-04-03,29,WH_NORTH,397
2023-04-03,30,WH_SOUTH,210
2023-04-03,31,WH_SOUTH,122
2023-04-03,32,WH_SOUTH,379
2023-04-03,33,WH_EAST,227
2023-04-03,34,WH_NORTH,153
2023-04-03,35,WH_NORTH,238
2023-04-03,36,WH_NORTH,128
2023-04-03,37,WH_WEST,413
2023-04-03,38,WH_WEST,324
2023-04-03,39,WH_NORTH,130
2023-04-03,40,WH_WEST,342
2023-04-03,41,WH_WEST,368
2023-04-03,42,WH_SOUTH,498
2023-04-03,43,WH_EAST,63
2023-04-03,44,WH_EAST,365
2023-04-03,45,WH_EAST,292
2023-04-03,46,WH_EAST,21
2023-04-03,47,WH_SOUTH,255
2023-04-03,48,WH_EAST,190
2023-04-03,49,WH_WEST,18
2023-04-03,50,WH_NORTH,236
2023-04-06,1,WH_NORTH,97
2023-04-06,2,WH_WEST,51
2023-04-06,3,WH_NORTH,39
2023-04-06,4,WH_WEST,178
2023-04-06,5,WH_NORTH,337
2023-04-06,6,WH_NORTH,388
2023-04-06,7,WH_NORTH,224
2023-04-06,8,WH_NORTH,481
2023-04-06,9,WH_WEST,235
2023-04-06,10,WH_EAST,294
2023-04-06,11,WH_NORTH,250
2023-04-06,12,WH_WEST,358
2023-04-06,13,WH_SOUTH,483
2023-04-06,14,WH_EAST,160
2023-04-06,15,WH_NORTH,203
2023-04-06,16,WH_SOUTH,56
2023-04-06,17,WH_EAST,296
2023-04-06,18,WH_SOUTH,340
2023-04-06,19,WH_WEST,227
2023-04-06,20,WH_WEST,346
2023-04-06,21,WH_SOUTH,180
2023-04-06,22,WH_SOUTH,404
2023-04-06,23,WH_WEST,249
2023-04-06,24,WH_SOUTH,188
2023-04-06,25,WH_EAST,360
2023-04-06,26,WH_WEST,23
2023-04-06,27,WH_WEST,29
2023-04-06,28,WH_WEST,65
2023-04-06,29,WH_SOUTH,273
2023-04-06,30,WH_SOUTH,138
2023-04-06,31,WH_NORTH,495
2023-04-06,32,WH_SOUTH,118
2023-04-06,33,WH_EAST,419
2023-04-06,34,WH_NORTH,385
2023-04-06,35,WH_SOUTH,313
2023-04-06,36,WH_NORTH,38
2023-04-06,37,WH_EAST,97
2023-04-06,38,WH_NORTH,309
2023-04-06,39,WH_WEST,466
2023-04-06,40,WH_EAST,84
2023-04-06,41,WH_WEST,325
2023-04-06,42,WH_EAST,499
2023-04-06,43,WH_SOUTH,221
2023-04-06,44,WH_WEST,435
2023-04-06,45,WH_SOUTH,160
2023-04-06,46,WH_WEST,364
2023-04-06,47,WH_WEST,226
2023-04-06,48,WH_NORTH,486
2023-04-06,49,WH_EAST,266
2023-04-06,50,WH_NORTH,100
2023-04-09,1,WH_NORTH,340
2023-04-09,2,WH_NORTH,468
2023-04-09,3,WH_WEST,344
2023-04-09,4,WH_SOUTH,411
2023-04-09,5,WH_EAST,396
2023-04-09,6,WH_WEST,431
2023-04-09,7,WH_EAST,287
2023-04-09,8,WH_SOUTH,199
2023-04-09,9,WH_NORTH,262
2023-04-09,10,WH_SOUTH,498
2023-04-09,11,WH_EAST,92
2023-04-09,12,WH_WEST,121
2023-04-09,13,WH_WEST,414
2023-04-09,14,WH_EAST,362
2023-04-09,15,WH_NORTH,72
2023-04-09,16,WH_WEST,219
2023-04-09,17,WH_NORTH,45
2023-04-09,18,WH_SOUTH,344
2023-04-09,19,WH_SOUTH,489
2023-04-09,20,WH_SOUTH,407
2023-04-09,21,WH_SOUTH,38
2023-04-09,22,WH_EAST,320
2023-04-09,23,WH_SOUTH,165
2023-04-09,24,WH_SOUTH,412
2023-04-09,25,WH_WEST,42
2023-04-09,26,WH_NORTH,299
2023-04-09,27,WH_WEST,404
2023-04-09,28,WH_SOUTH,431
2023-04-09,29,WH_EAST,414
2023-04-09,30,WH_EAST,201
2023-04-09,31,WH_EAST,231
2023-04-09,32,WH_EAST,322
2023-04-09,33,WH_EAST,193
2023-04-09,34,WH_EAST,358
2023-04-09,35,WH_SOUTH,92
2023-04-09,36,WH_EAST,351
2023-04-09,37,WH_EAST,143
2023-04-09,38,WH_EAST,473
2023-04-09,39,WH_NORTH,56
2023-04-09,40,WH_NORTH,408
2023-04-09,41,WH_EAST,43
2023-04-09,42,WH_SOUTH,195
2023-04-09,43,WH_WEST,96
2023-04-09,44,WH_NORTH,351
2023-04-09,45,WH_EAST,73
2023-04-09,46,WH_NORTH,105
2023-04-09,47,WH_NORTH,353
2023-04-09,48,WH_SOUTH,227
2023-04-09,49,WH_WEST,262
2023-04-09,50,WH_EAST,399
2023-04-12,1,WH_NORTH,274
2023-04-12,2,WH_EAST,441
2023-04-12,3,WH_WEST,480
2023-04-12,4,WH_NORTH,133
2023-04-12,5,WH_WEST,343
2023-04-12,6,WH_SOUTH,84
2023-04-12,7,WH_NORTH,484
2023-04-12,8,WH_NORTH,133
2023-04-12,9,WH_SOUTH,101
2023-04-12,10,WH_SOUTH,165
2023-04-12,11,WH_EAST,499
2023-04-12,12,WH_NORTH,460
2023-04-12,13,WH_NORTH,56
2023-04-12,14,WH_SOUTH,226
2023-04-12,15,WH_SOUTH,277
2023-04-12,16,WH_SOUTH,466
2023-04-12,17,WH_WEST,5
2023-04-12,18,WH_SOUTH,0
2023-04-12,19,WH_WEST,449
2023-04-12,20,WH_WEST,471
2023-04-12,21,WH_EAST,239
2023-04-12,22,WH_WEST,23
2023-04-12,23,WH_NORTH,215
2023-04-12,24,WH_WEST,222
2023-04-12,25,WH_NORTH,497
2023-04-12,26,WH_SOUTH,397
2023-04-12,27,WH_WEST,193
2023-04-12,28,WH_SOUTH,379
2023-04-12,29,WH_EAST,1
2023-04-12,30,WH_WEST,215
2023-04-12,31,WH_WEST,352
2023-04-12,32,WH_NORTH,325
2023-04-12,33,WH_WEST,94
2023-04-12,34,WH_NORTH,255
2023-04-12,35,WH_SOUTH,21
2023-04-12,36,WH_EAST,279
2023-04-12,37,WH_WEST,287
2023-04-12,38,WH_NORTH,336
2023-04-12,39,WH_EAST,52
2023-04-12,40,WH_WEST,416
2023-04-12,41,WH_SOUTH,22
2023-04-12,42,WH_SOUTH,453
2023-04-12,43,WH_SOUTH,198
2023-04-12,44,WH_EAST,335
